layer,category,automatic_index,expert_index,automatic_span,expert_span,automatic_label,expert_label,automatic_text,expert_text,score,raw_feature_differences,normalized_feature_differences,exclusion_reason
EVENT_EVIDENCE,FEATURE_CHANGED,109,113,31150:31159,31150:31159,TRIGGER_INSTRUMENT,TRIGGER_INSTRUMENT,Fermi/GBM,Fermi/GBM,1.00000000,"{""comment"":{""automatic"":""Multiple instruments have trigger context; the annotator must confirm the primary one."",""expert"":""instruments at the origin of the trigger""}}","{""comment"":{""automatic"":""Multiple instruments have trigger context; the annotator must confirm the primary one."",""expert"":""instruments at the origin of the trigger""}}",
EVENT_EVIDENCE,EXACT_MATCH,110,114,31352:31372,31352:31372,T90,T90,T90 of 65.0 +/-8.0 s,T90 of 65.0 +/-8.0 s,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,111,115,31569:31599,31569:31599,LOCALIZATION,LOCALIZATION,"RA= 218.66 deg, DEC= 23.94 deg","RA= 218.66 deg, DEC= 23.94 deg",1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,112,116,31888:31924,31888:31924,HIGH_ENERGY_PROPERTY,HIGH_ENERGY_PROPERTY,power law index is -1.59 +0.18/-0.22,power law index is -1.59 +0.18/-0.22,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,113,117,31965:31987,31965:31987,HIGH_ENERGY_PROPERTY,HIGH_ENERGY_PROPERTY,"Epeak, is 34 +6/-8 keV","Epeak, is 34 +6/-8 keV",1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,114,118,31993:32077,31993:32077,HIGH_ENERGY_PROPERTY,HIGH_ENERGY_PROPERTY,event fluence (10-1000 keV) in this time interval is (9.48 +0.50/-0.47)E-06 erg/cm^2,event fluence (10-1000 keV) in this time interval is (9.48 +0.50/-0.47)E-06 erg/cm^2,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,115,119,32214:32250,32214:32250,HIGH_ENERGY_PROPERTY,HIGH_ENERGY_PROPERTY,power law index is -1.62 +0.16/-0.32,power law index is -1.62 +0.16/-0.32,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,116,120,32291:32313,32291:32313,HIGH_ENERGY_PROPERTY,HIGH_ENERGY_PROPERTY,"Epeak, is 25 +8/-7 keV","Epeak, is 25 +8/-7 keV",1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,117,121,32315:32396,32315:32396,HIGH_ENERGY_PROPERTY,HIGH_ENERGY_PROPERTY,The flux (10-1000 keV) in this time interval is (3.98 +0.41/-0.37)E-07 erg/cm^2/s,The flux (10-1000 keV) in this time interval is (3.98 +0.41/-0.37)E-07 erg/cm^2/s,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,118,122,32417:32433,32417:32433,REDSHIFT_EVENT,REDSHIFT_EVENT,redshift z=0.473,redshift z=0.473,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,119,123,32500:32524,32500:32524,HIGH_ENERGY_PROPERTY,HIGH_ENERGY_PROPERTY,Eiso is about 8.8E51 erg,Eiso is about 8.8E51 erg,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,120,124,32531:32542,32531:32542,EVENT_IDENTITY,EVENT_IDENTITY,GRB 260610B,GRB 260610B,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,121,125,32551:32579,32551:32579,CLASSIFICATION_INTERPRETATION,CLASSIFICATION_INTERPRETATION,consistent with Type II GRBs,consistent with Type II GRBs,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,122,126,32707:32718,32707:32718,EVENT_IDENTITY,EVENT_IDENTITY,GRB 260421B,GRB 260421B,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,123,127,33370:33381,33370:33381,EVENT_IDENTITY,EVENT_IDENTITY,GRB 260610B,GRB 260610B,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,124,128,33714:33725,33714:33725,EVENT_IDENTITY,EVENT_IDENTITY,GRB 260610B,GRB 260610B,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,125,129,35061:35072,35061:35072,EVENT_IDENTITY,EVENT_IDENTITY,GRB 260610B,GRB 260610B,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,126,130,35075:35085,35075:35085,EVENT_IDENTITY,EVENT_IDENTITY,AT 2026owq,AT 2026owq,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,127,131,35096:35110,35096:35110,LIGHTCURVE_EVOLUTION,LIGHTCURVE_EVOLUTION,re-brightening,re-brightening,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,128,132,35629:35639,35629:35639,EVENT_IDENTITY,EVENT_IDENTITY,AT 2026owq,AT 2026owq,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,129,133,35965:35991,35965:35991,COUNTERPART_ASSOCIATION,COUNTERPART_ASSOCIATION,the optical counterpart to,the optical counterpart to,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,130,134,35992:36003,35992:36003,EVENT_IDENTITY,EVENT_IDENTITY,GRB 260610B,GRB 260610B,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,131,135,36017:36026,36017:36026,TRIGGER_INSTRUMENT,TRIGGER_INSTRUMENT,Fermi/GBM,Fermi/GBM,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,132,136,36690:36700,36690:36700,EVENT_IDENTITY,EVENT_IDENTITY,AT 2026owq,AT 2026owq,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,133,137,36759:36769,36759:36769,LIGHTCURVE_EVOLUTION,LIGHTCURVE_EVOLUTION,flattening,flattening,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,134,138,36774:36788,36774:36788,LIGHTCURVE_EVOLUTION,LIGHTCURVE_EVOLUTION,re-brightening,re-brightening,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,135,139,37198:37208,37198:37208,EVENT_IDENTITY,EVENT_IDENTITY,AT 2026owq,AT 2026owq,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,136,140,37210:37217,37210:37217,REDSHIFT_EVENT,REDSHIFT_EVENT,z=0.473,z=0.473,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,137,141,37339:37349,37339:37349,EVENT_IDENTITY,EVENT_IDENTITY,AT 2026owq,AT 2026owq,1.00000000,{},{},
EVENT_EVIDENCE,EXPERT_ONLY,,142,,37494:37585,,CLASSIFICATION_INTERPRETATION,,this excess is too bright to be powered by the emergence of a typical GRB-supernova signal.,,{},{},
EVENT_EVIDENCE,EXACT_MATCH,138,143,37696:37707,37696:37707,EVENT_IDENTITY,EVENT_IDENTITY,GRB 260610B,GRB 260610B,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,139,144,37710:37720,37710:37720,EVENT_IDENTITY,EVENT_IDENTITY,AT 2026owq,AT 2026owq,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,140,145,38681:38691,38681:38691,EVENT_IDENTITY,EVENT_IDENTITY,AT 2026owq,AT 2026owq,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,141,146,39110:39136,39110:39136,COUNTERPART_ASSOCIATION,COUNTERPART_ASSOCIATION,the optical counterpart of,the optical counterpart of,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,142,147,39137:39148,39137:39148,EVENT_IDENTITY,EVENT_IDENTITY,GRB 260610B,GRB 260610B,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,143,148,39721:39730,39721:39730,EVENT_IDENTITY,EVENT_IDENTITY,AT2026owq,AT2026owq,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,144,149,39928:39941,39928:39941,LIGHTCURVE_EVOLUTION,LIGHTCURVE_EVOLUTION,rebrightening,rebrightening,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,145,150,39942:39952,39942:39952,LIGHTCURVE_EVOLUTION,LIGHTCURVE_EVOLUTION,flattening,flattening,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,146,151,40543:40554,40543:40554,EVENT_IDENTITY,EVENT_IDENTITY,GRB 260610B,GRB 260610B,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,147,152,40557:40567,40557:40567,EVENT_IDENTITY,EVENT_IDENTITY,AT 2026owq,AT 2026owq,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,148,153,40616:40637,40616:40637,LIGHTCURVE_EVOLUTION,LIGHTCURVE_EVOLUTION,optical rebrightening,optical rebrightening,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,149,154,41415:41426,41415:41426,EVENT_IDENTITY,EVENT_IDENTITY,GRB 260610B,GRB 260610B,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,150,155,41590:41611,41590:41611,LIGHTCURVE_EVOLUTION,LIGHTCURVE_EVOLUTION,optical rebrightening,optical rebrightening,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,151,156,41971:41982,41971:41982,EVENT_IDENTITY,EVENT_IDENTITY,GRB 260610B,GRB 260610B,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,152,157,42008:42021,42008:42021,LIGHTCURVE_EVOLUTION,LIGHTCURVE_EVOLUTION,rebrightening,rebrightening,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,153,158,42224:42237,42224:42237,LIGHTCURVE_EVOLUTION,LIGHTCURVE_EVOLUTION,rebrightening,rebrightening,1.00000000,{},{},
EVENT_EVIDENCE,EXPERT_ONLY,,159,,42239:42296,,CLASSIFICATION_INTERPRETATION,,inconsistent with expectations for an emerging supernova.,,{},{},
EVENT_EVIDENCE,EXACT_MATCH,154,160,42455:42466,42455:42466,EVENT_IDENTITY,EVENT_IDENTITY,GRB 260610B,GRB 260610B,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,155,161,42469:42478,42469:42478,EVENT_IDENTITY,EVENT_IDENTITY,AT2026owq,AT2026owq,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,156,162,42521:42535,42521:42535,LIGHTCURVE_EVOLUTION,LIGHTCURVE_EVOLUTION,re-brightening,re-brightening,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,157,163,42830:42841,42830:42841,EVENT_IDENTITY,EVENT_IDENTITY,GRB 260610B,GRB 260610B,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,158,164,44203:44210,44203:44210,LIGHTCURVE_EVOLUTION,LIGHTCURVE_EVOLUTION,plateau,plateau,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,159,165,44279:44290,44279:44290,EVENT_IDENTITY,EVENT_IDENTITY,GRB 260610B,GRB 260610B,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,160,166,44595:44606,44595:44606,EVENT_IDENTITY,EVENT_IDENTITY,GRB 260610B,GRB 260610B,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,161,167,45927:45938,45927:45938,EVENT_IDENTITY,EVENT_IDENTITY,GRB 260610B,GRB 260610B,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,162,168,45939:45949,45939:45949,EVENT_IDENTITY,EVENT_IDENTITY,AT 2026owq,AT 2026owq,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,163,169,46277:46293,46277:46293,COUNTERPART_ASSOCIATION,COUNTERPART_ASSOCIATION,the afterglow of,the afterglow of,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,164,170,46294:46304,46294:46304,EVENT_IDENTITY,EVENT_IDENTITY,GRB260610B,GRB260610B,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,165,171,46306:46316,46306:46316,EVENT_IDENTITY,EVENT_IDENTITY,AT 2026owq,AT 2026owq,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,166,172,47017:47030,47017:47030,LIGHTCURVE_EVOLUTION,LIGHTCURVE_EVOLUTION,rebrightening,rebrightening,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,167,173,47031:47041,47031:47041,LIGHTCURVE_EVOLUTION,LIGHTCURVE_EVOLUTION,flattening,flattening,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,168,174,47130:47141,47130:47141,COUNTERPART_ASSOCIATION,COUNTERPART_ASSOCIATION,counterpart,counterpart,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,169,175,47397:47408,47397:47408,EVENT_IDENTITY,EVENT_IDENTITY,GRB 260610B,GRB 260610B,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,170,176,47409:47418,47409:47418,EVENT_IDENTITY,EVENT_IDENTITY,AT2026owq,AT2026owq,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,171,177,47430:47451,47430:47451,LIGHTCURVE_EVOLUTION,LIGHTCURVE_EVOLUTION,optical rebrightening,optical rebrightening,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,172,178,47688:47699,47688:47699,EVENT_IDENTITY,EVENT_IDENTITY,GRB 260610B,GRB 260610B,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,173,179,47700:47710,47700:47710,EVENT_IDENTITY,EVENT_IDENTITY,AT 2026owq,AT 2026owq,1.00000000,{},{},
EVENT_EVIDENCE,HUMAN_REJECTION_MARKER_EXCLUDED,174,180,48017:48045,48017:48045,TRIGGER_TIME,TRIGGER_TIME,on 2026-06-15 at 16:53:40 UT,on 2026-06-15 at 16:53:40 UT,1.00000000,"{""certainty"":{""automatic"":""confirmed"",""expert"":""rejected""},""comment"":{""automatic"":"""",""expert"":""start of observation""}}","{""certainty"":{""automatic"":""confirmed"",""expert"":""rejected""},""comment"":{""automatic"":"""",""expert"":""start of observation""}}","Expert TRIGGER_TIME annotation has certainty=rejected and an explicit comment identifying an observation time, matching the documented pilot rejection convention."
EVENT_EVIDENCE,FEATURE_CHANGED,175,181,48242:48259,48242:48259,COUNTERPART_ASSOCIATION,COUNTERPART_ASSOCIATION,optical afterglow,optical afterglow,1.00000000,"{""certainty"":{""automatic"":""candidate"",""expert"":""confirmed""},""comment"":{""automatic"":"""",""expert"":""after all circulars, this is a confirmed counterpart""}}","{""certainty"":{""automatic"":""candidate"",""expert"":""confirmed""},""comment"":{""automatic"":"""",""expert"":""after all circulars, this is a confirmed counterpart""}}",
EVENT_EVIDENCE,EXACT_MATCH,176,182,49393:49404,49393:49404,EVENT_IDENTITY,EVENT_IDENTITY,GRB 260610B,GRB 260610B,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,177,183,49416:49441,49416:49441,SPECTROSCOPY,SPECTROSCOPY,spectroscopic observation,spectroscopic observation,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,178,184,49918:49944,49918:49944,SPECTROSCOPY,SPECTROSCOPY,spectroscopic observations,spectroscopic observations,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,179,185,49948:49959,49948:49959,EVENT_IDENTITY,EVENT_IDENTITY,GRB 260610B,GRB 260610B,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,180,186,50120:50141,50120:50141,LIGHTCURVE_EVOLUTION,LIGHTCURVE_EVOLUTION,optical rebrightening,optical rebrightening,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,181,187,50682:50700,50682:50700,SPECTROSCOPY,SPECTROSCOPY,FORS2 spectrograph,FORS2 spectrograph,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,182,188,51192:51211,51192:51211,COUNTERPART_ASSOCIATION,COUNTERPART_ASSOCIATION,optical counterpart,optical counterpart,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,183,189,51232:51241,51232:51241,SPECTROSCOPY,SPECTROSCOPY,continuum,continuum,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,184,190,51329:51356,51329:51356,CLASSIFICATION_INTERPRETATION,CLASSIFICATION_INTERPRETATION,caused by late jet activity,caused by late jet activity,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,185,191,51607:51634,51607:51634,SPECTROSCOPY,SPECTROSCOPY,Ca II doublet in absorption,Ca II doublet in absorption,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,186,192,51639:51665,51639:51665,SPECTROSCOPY,SPECTROSCOPY,[O II] doublet in emission,[O II] doublet in emission,1.00000000,{},{},
EVENT_EVIDENCE,FEATURE_CHANGED,187,193,51741:51750,51741:51750,REDSHIFT_EVENT,REDSHIFT_EVENT,z = 0.474,z = 0.474,1.00000000,"{""certainty"":{""automatic"":""tentative"",""expert"":""confirmed""},""comment"":{""automatic"":""Redshift without explicit attribution to event or context; verify whether it belongs to the event/afterglow/host or to a context galaxy."",""expert"":""Confirmation of the redshift reported before""}}","{""certainty"":{""automatic"":""tentative"",""expert"":""confirmed""},""comment"":{""automatic"":""Redshift without explicit attribution to event or context; verify whether it belongs to the event/afterglow/host or to a context galaxy."",""expert"":""Confirmation of the redshift reported before""}}",
EVENT_EVIDENCE,EXACT_MATCH,188,194,52068:52079,52068:52079,EVENT_IDENTITY,EVENT_IDENTITY,GRB 260610B,GRB 260610B,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,189,195,52122:52136,52122:52136,LIGHTCURVE_EVOLUTION,LIGHTCURVE_EVOLUTION,re-brightening,re-brightening,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,190,196,52956:52972,52956:52972,CLASSIFICATION_INTERPRETATION,CLASSIFICATION_INTERPRETATION,Long GRB 260610B,Long GRB 260610B,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,191,197,52961:52972,52961:52972,EVENT_IDENTITY,EVENT_IDENTITY,GRB 260610B,GRB 260610B,1.00000000,{},{},
EVENT_EVIDENCE,EXACT_MATCH,192,198,53282:53296,53282:53296,LIGHTCURVE_EVOLUTION,LIGHTCURVE_EVOLUTION,re-brightening,re-brightening,1.00000000,{},{},
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,0,0,2843:2860,2843:2860,detection,detection,L = 16.66 ± 0.01,L = 16.66 ± 0.01,1.00000000,"{""comment"":{""automatic"":"""",""expert"":""A little bit complex to describe, obs are made between the two first dates of the circulars, but then a relative time to the trigger is given direclty after the data""},""obs_time_raw"":{""automatic"":""2026-06-10 23:58:04 UT"",""expert"":""trigger time + 0.21h""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_mid""},""obs_time_type"":{""automatic"":""utc_datetime"",""expert"":""relative_to_trigger""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}","{""comment"":{""automatic"":"""",""expert"":""A little bit complex to describe, obs are made between the two first dates of the circulars, but then a relative time to the trigger is given direclty after the data""},""obs_time_raw"":{""automatic"":""2026-06-10 23:58:04 UT"",""expert"":""trigger time + 0.21h""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_mid""},""obs_time_type"":{""automatic"":""utc_datetime"",""expert"":""relative_to_trigger""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,1,1,2893:2910,2893:2910,detection,detection,L = 17.83 ± 0.03,L = 17.83 ± 0.03,1.00000000,"{""comment"":{""automatic"":"""",""expert"":""same as the other photometric point""},""obs_time_raw"":{""automatic"":""2026-06-10 23:58:04 UT"",""expert"":""trigger time + 1,4h""},""obs_time_type"":{""automatic"":""utc_datetime"",""expert"":""relative_to_trigger""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}","{""comment"":{""automatic"":"""",""expert"":""same as the other photometric point""},""obs_time_raw"":{""automatic"":""2026-06-10 23:58:04 UT"",""expert"":""trigger time + 1,4h""},""obs_time_type"":{""automatic"":""utc_datetime"",""expert"":""relative_to_trigger""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,2,2,4895:4915,4895:4915,detection,detection,w = 18.82 +/- 0.04,w = 18.82 +/- 0.04,1.00000000,"{""comment"":{""automatic"":"""",""expert"":""they provides the start + end + exposition of the observation. Points needs to be regitered to skyportal with the mid time""},""exposure_time_raw"":{""automatic"":"""",""expert"":""27 min""},""instrument"":{""automatic"":"""",""expert"":""DDOTI""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}","{""comment"":{""automatic"":"""",""expert"":""they provides the start + end + exposition of the observation. Points needs to be regitered to skyportal with the mid time""},""exposure_time_raw"":{""automatic"":"""",""expert"":""27 min""},""instrument"":{""automatic"":"""",""expert"":""DDOTI""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,3,3,6041:6073,6041:6073,detection,detection,brightness of R = 18.92 +/- 0.05,brightness of R = 18.92 +/- 0.05,1.00000000,"{""comment"":{""automatic"":""Photometric system is unknown; verify AB or Vega."",""expert"":""AB or Vega : still don't know if it's AB or Vega. we should ask on Slack to GRANDMA people with more experiences""},""instrument"":{""automatic"":"""",""expert"":""TRT""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}","{""comment"":{""automatic"":""Photometric system is unknown; verify AB or Vega."",""expert"":""AB or Vega : still don't know if it's AB or Vega. we should ask on Slack to GRANDMA people with more experiences""},""instrument"":{""automatic"":"""",""expert"":""TRT""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,4,4,8190:8196,8190:8196,upper_limit,upper_limit,>20.20,>20.20,1.00000000,"{""comment"":{""automatic"":""Measurement time not found in the circular; the annotator must confirm it."",""expert"":""obs time updated""},""exposure_time_raw"":{""automatic"":"""",""expert"":""30s""},""instrument"":{""automatic"":""GOTO"",""expert"":""ATLAS-Teide""},""obs_time_raw"":{""automatic"":"""",""expert"":""61201.96762""},""obs_time_reference"":{""automatic"":""unknown"",""expert"":""observation_mid""},""obs_time_type"":{""automatic"":""unclear"",""expert"":""mjd""}}","{""comment"":{""automatic"":""Measurement time not found in the circular; the annotator must confirm it."",""expert"":""obs time updated""},""exposure_time_raw"":{""automatic"":"""",""expert"":""30s""},""instrument"":{""automatic"":""GOTO"",""expert"":""ATLAS-Teide""},""obs_time_raw"":{""automatic"":"""",""expert"":""61201.96762""},""obs_time_reference"":{""automatic"":""unknown"",""expert"":""observation_mid""},""obs_time_type"":{""automatic"":""unclear"",""expert"":""mjd""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,5,5,8201:8207,8201:8207,upper_limit,upper_limit,>20.35,>20.35,1.00000000,"{""comment"":{""automatic"":""Measurement time not found in the circular; the annotator must confirm it."",""expert"":""obs time updated""},""exposure_time_raw"":{""automatic"":"""",""expert"":""30s""},""instrument"":{""automatic"":""GOTO"",""expert"":""ATLAS-Teide""},""obs_time_raw"":{""automatic"":"""",""expert"":""61201.98177""},""obs_time_reference"":{""automatic"":""unknown"",""expert"":""observation_mid""},""obs_time_type"":{""automatic"":""unclear"",""expert"":""mjd""}}","{""comment"":{""automatic"":""Measurement time not found in the circular; the annotator must confirm it."",""expert"":""obs time updated""},""exposure_time_raw"":{""automatic"":"""",""expert"":""30s""},""instrument"":{""automatic"":""GOTO"",""expert"":""ATLAS-Teide""},""obs_time_raw"":{""automatic"":"""",""expert"":""61201.98177""},""obs_time_reference"":{""automatic"":""unknown"",""expert"":""observation_mid""},""obs_time_type"":{""automatic"":""unclear"",""expert"":""mjd""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,6,6,8304:8321,8304:8321,detection,detection,w = 16.26+/-0.02,w = 16.26+/-0.02,1.00000000,"{""comment"":{""automatic"":""Measurement time not found in the circular; the annotator must confirm it."",""expert"":""obs time updated""},""exposure_time_raw"":{""automatic"":"""",""expert"":""30s""},""instrument"":{""automatic"":""GOTO"",""expert"":""ATLAS-Teide""},""obs_time_raw"":{""automatic"":"""",""expert"":""61201.99593""},""obs_time_reference"":{""automatic"":""unknown"",""expert"":""observation_mid""},""obs_time_type"":{""automatic"":""unclear"",""expert"":""mjd""}}","{""comment"":{""automatic"":""Measurement time not found in the circular; the annotator must confirm it."",""expert"":""obs time updated""},""exposure_time_raw"":{""automatic"":"""",""expert"":""30s""},""instrument"":{""automatic"":""GOTO"",""expert"":""ATLAS-Teide""},""obs_time_raw"":{""automatic"":"""",""expert"":""61201.99593""},""obs_time_reference"":{""automatic"":""unknown"",""expert"":""observation_mid""},""obs_time_type"":{""automatic"":""unclear"",""expert"":""mjd""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,7,7,8325:8342,8325:8342,detection,detection,w = 16.29+/-0.02,w = 16.29+/-0.02,1.00000000,"{""comment"":{""automatic"":""Measurement time not found in the circular; the annotator must confirm it."",""expert"":""obs time updated""},""exposure_time_raw"":{""automatic"":"""",""expert"":""30s""},""instrument"":{""automatic"":""GOTO"",""expert"":""ATLAS-Teide""},""obs_time_raw"":{""automatic"":"""",""expert"":""61202.01008""},""obs_time_reference"":{""automatic"":""unknown"",""expert"":""observation_mid""},""obs_time_type"":{""automatic"":""unclear"",""expert"":""mjd""}}","{""comment"":{""automatic"":""Measurement time not found in the circular; the annotator must confirm it."",""expert"":""obs time updated""},""exposure_time_raw"":{""automatic"":"""",""expert"":""30s""},""instrument"":{""automatic"":""GOTO"",""expert"":""ATLAS-Teide""},""obs_time_raw"":{""automatic"":"""",""expert"":""61202.01008""},""obs_time_reference"":{""automatic"":""unknown"",""expert"":""observation_mid""},""obs_time_type"":{""automatic"":""unclear"",""expert"":""mjd""}}",
PHOTOMETRIC_MEASUREMENT,FEATURE_CHANGED,8,8,11386:11405,11386:11405,detection,detection,g = 19.48 +/- 0.10,g = 19.48 +/- 0.10,1.00000000,"{""comment"":{""automatic"":"""",""expert"":""put the point in Skyportal, need to put the mid time""},""exposure_time_raw"":{""automatic"":"""",""expert"":""15min""},""instrument"":{""automatic"":""GOTO"",""expert"":""COLIBRI""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}","{""comment"":{""automatic"":"""",""expert"":""put the point in Skyportal, need to put the mid time""},""exposure_time_raw"":{""automatic"":"""",""expert"":""15min""},""instrument"":{""automatic"":""GOTO"",""expert"":""COLIBRI""},""obs_time_reference"":{""automatic"":""absolute_time"",""expert"":""observation_start""},""timezone_raw"":{""automatic"":"""",""expert"":""UT""}}",
